,Duration,Heart_Rate,Body_Temp,Calories
5756,15,92,40.2,79.0
5757,29,114,41.0,210.0
5760,20,94,40.6,101.0
5761,22,98,40.9,131.0
5762,14,100,39.8,90.0
5763,12,97,40.2,72.0
5764,7,91,39.4,33.0
5769,18,96,40.3,97.0
5772,3,79,39.0,10.0
5775,30,109,40.8,206.0
5776,9,87,39.5,37.0
5778,29,109,41.1,189.0
5779,24,100,40.8,130.0
5781,14,106,40.3,82.0
5783,13,93,40.1,58.0
5784,21,101,40.3,129.0
5787,15,86,40.3,63.0
5788,27,100,40.7,155.0
5792,29,112,40.5,193.0
5795,16,89,40.2,83.0
5799,12,86,40.2,44.0
5801,10,89,39.9,50.0
5802,7,90,39.1,32.0
5804,21,108,40.4,133.0
5809,12,88,39.8,50.0
5814,14,93,40.2,77.0
5815,21,108,40.4,147.0
5818,19,102,40.5,110.0
5820,10,87,39.6,48.0
5821,21,99,40.7,114.0
5828,23,101,40.7,138.0
5830,2,78,38.2,7.0
5835,16,101,40.2,97.0
5836,8,81,39.5,26.0
5839,3,88,38.4,13.0
5843,21,106,40.8,134.0
5845,24,102,40.5,135.0
5846,23,104,40.7,134.0
5851,15,98,40.1,79.0
5853,9,92,39.7,39.0
5856,14,92,40.1,65.0
5857,26,94,40.9,124.0
5860,8,91,39.6,36.0
5865,30,112,41.3,199.0
5866,26,108,40.8,171.0
5868,14,94,40.2,74.0
5869,12,88,39.6,51.0
5870,20,99,40.8,104.0
5871,27,105,40.9,171.0
5872,22,104,40.7,129.0
5875,7,88,39.6,29.0
5876,20,95,40.2,108.0
5878,21,102,40.5,120.0
5881,9,93,39.9,47.0
5882,25,101,40.7,150.0
5884,6,78,39.4,21.0
5887,7,87,39.6,28.0
5889,4,80,39.0,13.0
5890,24,101,40.7,138.0
5893,22,106,40.9,132.0
5903,11,89,39.8,47.0
5904,13,89,39.9,65.0
5905,11,88,39.8,49.0
5906,19,112,40.6,123.0
5907,18,97,40.6,103.0
5911,27,115,40.9,191.0
5914,29,110,41.1,180.0
5915,6,82,39.4,21.0
5919,22,101,40.7,120.0
5924,9,94,39.5,44.0
5925,19,88,40.5,77.0
5926,2,85,38.1,8.0
5927,22,98,40.4,121.0
5932,15,89,40.4,68.0
5933,14,96,39.9,67.0
5934,11,94,40.0,55.0
5935,10,95,39.7,54.0
5937,15,86,40.3,65.0
5938,16,103,40.5,104.0
5939,18,97,40.7,104.0
5941,24,103,40.9,143.0
5942,17,101,40.5,100.0
5944,16,97,40.2,87.0
5947,29,105,40.8,174.0
5951,17,101,40.3,100.0
5953,3,85,38.5,12.0
5954,9,85,39.8,41.0
5956,26,105,40.9,169.0
5959,12,93,40.1,58.0
5961,5,93,39.4,26.0
5962,4,74,38.9,11.0
5963,17,91,40.4,74.0
5966,9,91,39.8,42.0
5969,5,89,39.0,26.0
5970,29,116,41.1,226.0
5971,29,112,41.1,200.0
5975,27,109,40.8,182.0
5978,18,105,40.2,118.0
5980,19,96,40.5,95.0
5981,10,86,39.6,43.0
5983,20,99,40.7,110.0
5989,16,87,40.0,74.0
5990,28,103,40.7,170.0
5996,12,91,39.9,63.0
5997,14,93,40.0,64.0
5998,24,113,40.7,164.0
6002,26,106,41.2,170.0
6003,12,91,39.9,54.0
6005,4,82,39.0,14.0
6006,16,98,40.5,86.0
6008,16,95,40.4,90.0
6009,15,86,40.3,61.0
6014,27,102,40.7,151.0
6015,21,92,40.5,114.0
6018,24,94,40.4,111.0
6026,21,99,40.6,110.0
6028,4,91,38.8,18.0
6031,7,90,39.6,32.0
6032,10,86,39.9,44.0
6033,12,94,39.8,61.0
6034,22,94,40.5,104.0
6035,10,94,39.8,48.0
6036,9,92,39.6,44.0
6039,18,102,40.3,104.0
6047,13,96,40.2,62.0
6050,22,104,40.4,130.0
6052,24,105,40.8,143.0
6053,21,104,40.3,140.0
6054,28,107,41.4,187.0
6055,9,93,39.7,47.0
6056,30,111,41.3,212.0
6059,5,79,39.5,17.0
6060,2,73,38.9,5.0
6063,2,82,38.2,7.0
6064,28,115,40.6,194.0
6066,3,80,38.6,12.0
6069,15,88,40.2,66.0
6071,14,95,40.3,79.0
6073,11,94,40.1,58.0
6075,18,99,40.1,93.0
6076,5,87,39.3,26.0
6077,5,94,39.2,23.0
6081,8,78,39.8,24.0
6083,30,112,40.7,211.0
6084,26,104,40.8,170.0
6085,29,104,40.8,170.0
6086,22,98,41.0,112.0
6090,2,87,38.5,9.0
6091,11,96,40.0,54.0
6092,28,107,40.4,171.0
6094,20,103,40.4,123.0
6095,28,113,40.6,205.0
6096,3,81,38.6,11.0
6099,8,88,39.8,34.0
6103,3,85,38.9,12.0
6104,28,104,40.8,166.0
6105,27,103,41.1,166.0
6106,6,91,39.4,31.0
6107,23,100,40.7,126.0
6108,11,89,39.5,51.0
6109,27,101,40.5,155.0
6110,26,106,40.6,177.0
6111,8,98,39.6,43.0
6113,20,103,40.3,114.0
6114,7,92,39.5,32.0
6117,17,90,40.3,80.0
6118,8,82,39.5,30.0
6119,20,103,40.2,121.0
6121,3,85,38.6,13.0
6122,23,105,40.5,137.0
6123,29,101,40.6,172.0
6124,26,112,41.0,181.0
6128,25,107,40.7,170.0
6132,5,79,39.1,16.0
6133,10,87,39.8,47.0
6135,7,91,39.5,34.0
6136,7,82,38.9,24.0
6138,28,101,41.3,153.0
6141,15,89,40.0,63.0
6144,10,85,39.8,38.0
6155,7,89,39.2,31.0
6158,4,80,38.7,13.0
6159,29,111,41.1,193.0
6164,13,95,40.0,69.0
6166,23,97,40.6,133.0
6167,14,85,40.3,66.0
6168,21,107,40.3,128.0
6169,26,103,40.7,167.0
6173,23,104,40.7,138.0
6177,4,85,39.1,15.0
6178,13,94,40.2,66.0
6179,23,97,40.6,127.0
6181,18,92,40.5,82.0
6188,29,96,40.8,151.0
6189,17,96,40.0,97.0
6191,16,99,40.5,86.0
6193,15,95,40.1,79.0
6194,16,101,40.0,92.0
6195,28,107,40.9,193.0
6197,13,87,40.1,63.0
6198,10,94,39.3,47.0
6199,10,87,39.8,49.0
6200,19,102,40.6,110.0
6201,20,92,40.3,97.0
6202,11,89,40.4,52.0
6208,24,95,40.7,136.0
6210,13,96,40.1,74.0
6211,29,109,40.8,184.0
6213,5,80,39.1,19.0
6215,28,111,40.7,200.0
6216,28,106,41.0,186.0
6218,13,96,40.0,65.0
6220,20,101,40.7,123.0
6222,7,96,39.4,36.0
6224,26,109,40.8,165.0
6225,28,108,40.9,203.0
6226,29,102,40.8,189.0
6228,10,87,39.7,45.0
6230,30,114,41.0,223.0
6231,25,107,40.6,156.0
6235,23,99,41.1,121.0
6236,13,89,40.3,60.0
6237,25,99,40.2,153.0
6244,15,100,40.3,92.0
6247,15,92,40.0,80.0
6249,5,84,39.0,23.0
6254,4,83,38.8,17.0
6256,7,88,39.7,30.0
6259,24,102,40.4,142.0
6260,4,81,39.0,13.0
6263,7,81,39.5,23.0
6264,11,102,39.8,72.0
6265,3,94,38.6,14.0
6266,27,105,41.1,168.0
6268,19,100,40.1,103.0
6270,17,92,40.3,84.0
6271,8,88,39.7,34.0
6272,20,101,40.1,119.0
6273,3,85,38.9,13.0
6274,27,106,40.8,162.0
6275,9,91,39.7,39.0
6276,12,92,39.8,53.0
6277,24,106,40.4,155.0
6278,21,107,40.2,142.0
6283,8,79,39.6,25.0
6284,12,92,40.1,51.0
6285,10,86,39.8,42.0
6286,7,86,39.1,31.0
6287,14,88,40.0,61.0
6289,2,84,38.4,8.0
6290,21,102,40.6,132.0
6291,11,89,39.9,55.0
6292,25,107,40.9,152.0
6293,30,110,40.8,190.0
6294,8,82,39.8,32.0
6296,24,102,40.9,160.0
6297,9,91,39.6,38.0
6299,25,114,40.7,175.0
6302,4,88,38.7,19.0
6303,27,118,40.6,203.0
6304,24,101,40.3,135.0
6309,22,104,40.6,144.0
6310,2,79,38.1,7.0
6313,29,94,41.0,145.0
6314,4,89,38.7,18.0
6316,24,96,40.7,144.0
6317,2,83,38.5,8.0
6321,24,108,40.5,171.0
6322,29,108,41.0,183.0
6325,3,79,38.2,11.0
6328,10,99,39.6,52.0
6329,25,110,40.7,165.0
6331,19,92,40.4,92.0
6332,19,104,40.2,117.0
6334,28,102,40.5,168.0
6336,8,82,39.5,29.0
6342,27,111,40.8,201.0
6351,30,114,40.7,216.0
6354,19,103,40.3,110.0
6356,22,108,40.8,147.0
6358,20,102,40.4,113.0
6360,21,96,40.5,110.0
6362,19,100,40.2,110.0
6363,9,90,39.7,42.0
6365,10,99,39.6,54.0
6366,8,83,39.7,29.0
6367,8,75,39.6,22.0
6368,4,90,38.8,18.0
6372,16,102,40.1,101.0
6375,28,111,40.7,198.0
6376,6,85,39.3,23.0
6378,18,106,40.4,107.0
6382,25,102,40.7,142.0
6383,16,90,40.5,77.0
6385,17,104,40.2,98.0
6386,18,96,40.1,106.0
6387,25,105,40.6,151.0
6390,17,98,40.3,88.0
6391,11,91,40.2,56.0
6392,14,91,40.7,60.0
6394,16,101,40.3,103.0
6396,30,115,41.0,209.0
6400,14,94,39.9,76.0
6404,28,113,40.6,194.0
6406,15,93,40.1,69.0
6408,13,98,40.4,75.0
6411,26,110,40.7,190.0
6417,10,87,39.8,45.0
6422,16,91,40.1,78.0
6424,20,102,40.5,114.0
6425,12,91,40.1,56.0
6426,27,100,40.7,160.0
6428,25,107,40.9,160.0
6429,26,108,40.6,173.0
6439,27,103,41.0,167.0
6441,16,96,40.2,81.0
6444,27,109,40.9,179.0
6445,22,100,40.5,118.0
6447,23,100,40.4,130.0
6450,16,93,40.2,76.0
6453,28,108,40.8,173.0
6455,25,98,40.7,147.0
6456,8,83,39.7,28.0
6457,19,98,40.6,101.0
6458,17,94,40.6,78.0
6459,12,92,40.2,54.0
6460,7,92,39.7,33.0
6461,21,97,40.3,104.0
6462,4,84,39.1,18.0
6463,25,104,40.4,149.0
6465,5,81,39.2,21.0
6467,11,90,39.9,56.0
6470,5,88,38.9,22.0
6471,6,89,39.2,26.0
6474,12,104,40.2,70.0
6476,10,91,39.7,45.0
6482,8,88,39.5,35.0
6483,17,102,40.2,99.0
6485,3,81,38.4,10.0
6486,23,96,40.8,126.0
6487,28,102,40.8,162.0
6488,18,96,40.1,104.0
6491,24,104,40.7,135.0
6492,12,99,40.3,67.0
6495,4,85,39.0,17.0
6496,3,80,38.7,10.0
6498,15,94,40.3,78.0
6501,28,103,40.6,176.0
6502,11,89,39.9,56.0
6505,5,86,39.2,23.0
6510,3,80,38.4,11.0
6516,4,79,38.8,12.0
6522,13,104,39.9,82.0
6523,7,86,39.6,29.0
6524,15,89,40.3,73.0
6527,18,96,40.0,107.0
6530,27,101,40.9,173.0
6531,18,107,40.4,118.0
6532,4,88,38.6,18.0
6534,24,103,40.7,150.0
6535,13,92,39.8,60.0
6536,6,79,39.2,20.0
6541,12,90,39.9,56.0
6542,5,82,38.9,19.0
6543,8,90,39.6,35.0
6544,9,90,39.7,45.0
6545,5,86,39.1,22.0
6546,9,89,39.8,39.0
6548,10,95,39.7,56.0
6549,26,109,41.1,182.0
6550,22,100,40.9,128.0
6551,10,98,39.7,59.0
6552,6,90,39.0,29.0
6553,15,90,40.2,65.0
6554,7,94,39.4,34.0
6556,3,77,38.4,9.0
6557,12,89,40.3,49.0
6558,12,100,40.3,65.0
6560,13,93,39.9,60.0
6565,27,114,40.9,208.0
6567,3,78,38.8,9.0
6568,17,101,40.3,101.0
6569,11,88,39.9,52.0
6571,27,108,40.7,172.0
6572,28,99,41.3,168.0
6576,13,95,40.3,67.0
6579,2,84,38.6,8.0
6580,13,92,40.0,67.0
6581,27,112,40.8,192.0
6582,22,104,40.7,134.0
6583,20,95,40.5,106.0
6584,19,105,40.5,116.0
6585,3,73,38.3,9.0
6587,11,85,40.1,41.0
6589,9,95,39.7,43.0
6590,4,79,38.9,16.0
6591,25,115,40.6,178.0
6598,13,99,40.3,68.0
6604,10,90,39.7,46.0
6605,9,93,39.8,42.0
6607,15,90,40.4,75.0
6608,12,86,40.1,52.0
6611,11,94,39.9,60.0
6612,29,107,40.5,183.0
6614,30,117,40.6,222.0
6615,30,111,41.2,224.0
6616,26,100,40.4,165.0
6618,22,100,40.4,132.0
6619,20,104,40.6,135.0
6624,21,106,40.8,140.0
6625,8,85,39.6,31.0
6627,5,83,39.4,19.0
6629,10,98,39.7,61.0
6632,25,112,40.6,186.0
6633,19,105,40.4,113.0
6634,26,105,40.9,158.0
6637,20,100,40.4,108.0
6640,8,97,39.7,47.0
6641,16,97,40.3,90.0
6642,18,100,40.1,104.0
6643,2,84,38.4,7.0
6650,26,106,40.8,165.0
6652,16,89,39.9,82.0
6653,16,94,40.3,81.0
6654,26,106,41.0,167.0
6655,24,111,40.5,173.0
6656,23,97,40.4,117.0
6658,26,100,40.8,154.0
6659,9,79,39.7,28.0
6660,6,87,39.3,28.0
6661,8,93,39.7,37.0
6663,23,112,40.5,155.0
6666,30,103,40.9,192.0
6667,7,87,39.3,27.0
6668,5,80,39.2,19.0
6670,2,84,38.4,9.0
6671,5,84,38.8,22.0
6672,7,90,39.3,31.0
6673,12,93,40.0,60.0
6674,30,114,40.8,207.0
6676,15,100,40.1,87.0
6678,28,114,40.8,198.0
6683,4,82,38.4,17.0
6684,7,86,39.2,28.0
6685,5,91,39.5,21.0
6686,30,111,40.9,200.0
6687,20,100,40.4,104.0
6688,12,92,40.2,59.0
6689,25,97,41.0,127.0
6691,20,103,40.4,115.0
6694,6,91,39.0,28.0
6695,4,77,38.9,14.0
6697,19,97,40.8,105.0
6698,13,96,40.1,71.0
6699,14,90,40.4,61.0
6700,16,98,40.4,84.0
6701,19,100,40.4,105.0
6702,19,96,40.5,94.0
6706,29,100,40.8,179.0
6707,18,101,40.5,101.0
6708,7,86,39.2,27.0
6709,26,107,40.7,161.0
6710,13,91,40.0,57.0
6712,26,113,40.8,172.0
6714,26,114,40.7,193.0
6716,4,85,38.6,18.0
6717,8,91,39.8,40.0
6721,8,88,40.0,35.0
6722,16,100,40.3,96.0
6724,24,91,40.6,126.0
6725,17,94,40.5,91.0
6726,2,89,38.1,9.0
6728,2,84,38.5,7.0
6731,5,90,38.9,23.0
6733,8,85,39.5,32.0
6734,16,87,40.3,67.0
6735,16,96,40.4,84.0
6736,11,79,39.7,37.0
6737,28,107,41.1,174.0
6738,12,85,39.8,49.0
6740,13,93,40.3,59.0
6743,2,77,38.2,7.0
6747,24,96,40.7,133.0
6749,15,101,40.1,84.0
6750,15,95,39.9,76.0
6752,20,100,40.7,118.0
6754,28,106,40.4,173.0
6755,10,88,40.2,46.0
6756,27,112,40.7,187.0
6757,17,104,40.5,110.0
6758,6,91,39.6,30.0
6759,24,109,40.8,166.0
6765,29,102,40.6,164.0
6766,19,105,40.6,113.0
6767,24,100,40.5,146.0
6771,20,93,40.1,97.0
6772,3,79,38.6,11.0
6776,28,114,40.7,190.0
6777,20,100,40.2,108.0
6778,27,110,40.7,167.0
6781,21,104,40.3,136.0
6782,26,115,40.6,200.0
6784,6,79,39.6,20.0
6785,27,113,40.6,198.0
6786,10,90,39.9,45.0
6787,7,93,39.8,35.0
6788,24,99,40.2,141.0
6789,23,103,40.6,133.0
6795,6,91,39.3,26.0
6797,25,100,40.8,138.0
6799,14,86,39.8,65.0
6801,28,109,40.7,184.0
6802,20,96,40.4,102.0
6803,9,81,39.4,36.0
6804,19,105,40.5,116.0
6806,8,92,39.5,39.0
6809,13,82,39.9,55.0
6810,27,110,40.8,175.0
6815,28,116,40.8,215.0
6816,4,93,39.0,20.0
6819,21,98,40.7,108.0
6820,28,111,41.0,189.0
6821,29,112,41.0,188.0
6823,12,86,40.2,55.0
6829,29,115,41.2,231.0
6830,3,82,38.5,12.0
6831,29,109,41.0,202.0
6832,10,92,39.7,46.0
6834,8,80,39.8,29.0
6835,22,100,40.8,142.0
6836,21,102,40.6,121.0
6840,21,108,40.6,138.0
6841,29,111,40.8,188.0
6842,12,82,39.6,42.0
6843,28,106,40.8,184.0
6847,25,111,40.9,175.0
6848,2,77,38.1,6.0
6850,17,97,40.2,100.0
6851,16,106,40.2,97.0
6852,15,96,39.7,80.0
6856,7,95,39.4,33.0
6857,14,83,40.4,54.0
6859,26,114,40.8,190.0
6860,30,99,40.7,155.0
6861,16,97,40.5,85.0
6864,18,95,40.3,88.0
6868,23,104,40.7,149.0
6870,16,94,40.1,80.0
6871,9,89,39.7,46.0
6872,24,97,40.8,135.0
6873,4,83,39.2,17.0
6874,10,91,39.7,46.0
6878,21,108,40.4,150.0
6879,4,80,38.9,13.0
6880,2,81,38.1,6.0
6881,4,85,38.9,15.0
6882,22,99,40.5,114.0
6884,3,80,38.6,12.0
6885,13,101,40.1,82.0
6886,11,87,39.9,45.0
6887,27,105,40.6,174.0
6888,11,93,39.9,52.0
6891,19,99,40.5,100.0
6892,21,103,40.5,142.0
6893,5,89,39.0,21.0
6894,11,90,39.8,57.0
6895,11,79,39.8,35.0
6897,23,103,40.8,134.0
6900,2,79,38.1,7.0
6904,3,80,38.6,9.0
6907,19,94,40.2,105.0
6909,7,83,39.6,24.0
6912,19,98,40.7,109.0
6914,23,103,40.5,139.0
6915,26,109,40.7,188.0
6916,28,108,40.6,182.0
6917,20,103,40.2,126.0
6918,7,91,39.8,34.0
6919,21,94,40.8,101.0
6922,15,96,40.2,83.0
6926,25,110,41.2,173.0
6928,2,84,38.6,8.0
6930,10,84,39.8,43.0
6933,27,105,40.6,159.0
6934,6,86,39.2,25.0
6935,12,93,39.8,60.0
6936,25,102,40.7,149.0
6937,4,88,39.0,20.0
6940,28,109,40.7,178.0
6944,19,105,40.5,129.0
6945,7,88,39.7,32.0
6949,25,104,40.7,149.0
6951,6,84,39.3,20.0
6953,25,109,40.5,162.0
6954,10,92,39.9,50.0
6955,24,105,40.6,144.0
6956,18,95,40.4,89.0
6958,20,99,40.9,123.0
6961,6,88,38.9,26.0
6963,6,83,39.2,23.0
6965,14,97,39.8,69.0
6966,5,88,39.1,22.0
6971,13,86,40.1,58.0
6976,18,96,40.6,92.0
6978,3,88,38.7,14.0
6981,25,102,40.6,143.0
6983,11,86,40.0,44.0
6986,24,96,40.7,132.0
6990,21,99,40.8,117.0
6992,10,88,39.9,52.0
6993,28,109,40.7,186.0
6999,3,85,39.0,12.0
7003,19,103,40.1,126.0
7004,14,97,39.9,83.0
7005,6,92,39.3,27.0
7006,7,93,39.5,33.0
7011,4,87,38.9,15.0
7012,15,93,40.1,71.0
7014,23,104,40.4,131.0
7016,2,91,38.6,9.0
7018,29,114,40.8,198.0
7021,12,96,40.1,64.0
7026,14,107,39.9,87.0
7027,26,100,41.0,142.0
7028,9,89,39.5,41.0
7029,21,87,41.0,96.0
7031,19,93,40.3,102.0
7032,24,105,40.7,144.0
7033,27,110,40.6,186.0
7034,18,91,40.4,85.0
7037,23,100,40.3,129.0
7038,14,90,40.2,67.0
7042,11,89,40.0,44.0
7046,27,95,40.7,151.0
7047,6,81,39.2,21.0
7048,7,82,39.5,25.0
7053,24,106,40.9,151.0
7054,25,107,40.6,159.0
7055,20,93,40.6,95.0
7057,12,93,39.8,57.0
7058,16,96,40.5,90.0
7061,27,107,40.7,169.0
7062,4,85,39.0,15.0
7063,23,107,40.5,164.0
7066,17,94,40.4,83.0
7068,3,83,38.5,12.0
7069,15,102,40.5,95.0
7070,10,100,39.8,54.0
7071,13,87,40.2,54.0
7073,27,107,41.0,164.0
7074,8,79,39.7,26.0
7077,21,101,40.7,119.0
7079,29,101,40.8,167.0
7080,15,91,40.0,76.0
7082,25,107,40.4,158.0
7084,28,119,40.8,235.0
7091,4,92,38.7,20.0
7095,11,94,39.9,58.0
7096,8,84,39.6,28.0
7097,27,116,40.8,207.0
7098,20,92,40.8,111.0
7102,8,87,39.5,35.0
7104,8,83,39.2,36.0
7106,4,82,38.7,17.0
7107,25,105,40.8,151.0
7111,13,94,40.0,71.0
7113,20,96,40.3,119.0
7114,4,86,38.9,16.0
7115,27,100,40.7,147.0
7116,18,100,40.7,104.0
7119,6,92,39.0,28.0
7121,28,109,41.2,181.0
7122,21,99,40.6,117.0
7129,23,100,40.5,140.0
7131,3,89,38.8,13.0
7132,21,99,40.9,114.0
7134,28,116,40.4,221.0
7136,3,86,38.8,14.0
7137,2,86,38.3,9.0
7138,4,80,38.7,14.0
7141,14,93,40.2,71.0
7142,3,84,38.9,12.0
7144,16,101,39.9,89.0
7146,22,102,40.1,137.0
7154,7,83,39.5,26.0
7155,16,95,40.3,89.0
7159,6,89,39.1,25.0
7160,25,109,40.5,160.0
7165,21,89,40.8,87.0
7167,3,84,38.9,12.0
7168,26,108,40.7,160.0
7169,15,87,40.4,61.0
7172,16,95,40.5,91.0
7175,26,97,40.9,140.0
7179,29,110,40.8,192.0
7180,20,96,40.6,102.0
7181,15,101,40.1,85.0
7183,28,105,40.7,191.0
7185,26,109,40.7,168.0
7188,12,88,40.2,51.0
7189,10,94,39.8,56.0
7191,5,77,39.1,16.0
7192,17,86,40.2,68.0
7196,30,105,41.2,187.0
7199,5,88,39.3,22.0
7200,26,107,40.8,173.0
7201,8,93,39.2,40.0
7202,16,91,40.3,74.0
7203,9,101,39.5,51.0
7208,20,91,40.3,95.0
7209,4,80,39.2,14.0
7210,30,115,40.8,226.0
7215,3,80,38.4,11.0
7216,20,97,40.3,106.0
7218,20,96,40.6,116.0
7219,20,109,40.5,139.0
7222,22,92,40.2,110.0
7223,29,98,41.0,149.0
7227,8,94,39.9,38.0
7232,25,99,40.6,142.0
7238,23,102,40.4,128.0
7241,13,93,40.3,63.0
7243,25,106,40.5,164.0
7244,9,91,39.8,42.0
7245,9,89,40.0,46.0
7247,2,72,38.4,6.0
7248,18,105,40.4,124.0
7251,26,105,40.6,157.0
7252,5,80,39.1,16.0
7253,27,95,40.9,131.0
7254,9,87,39.9,37.0
7255,9,91,39.6,39.0
7256,20,107,40.6,136.0
7257,27,98,41.3,170.0
7258,18,97,40.2,109.0
7259,3,85,38.7,14.0
7261,21,104,40.8,126.0
7262,11,87,39.6,47.0
7268,13,102,40.0,79.0
7269,3,95,38.5,16.0
7271,18,96,40.5,102.0
7273,9,84,39.9,34.0
7274,8,86,39.4,34.0
7276,5,75,38.8,13.0
7277,19,101,40.6,107.0
7278,22,97,40.6,115.0
7279,13,93,40.0,59.0
7280,6,91,39.2,32.0
7281,18,98,40.5,97.0
7283,26,107,41.0,170.0
7285,21,103,40.8,125.0
7287,6,86,39.6,29.0
7288,8,93,39.8,37.0
7289,20,96,40.4,107.0
7293,2,78,38.6,6.0
7294,5,89,39.4,21.0
7295,16,99,40.2,94.0
7296,27,109,40.9,184.0
7297,17,94,40.5,81.0
7302,10,94,40.1,47.0
7304,14,95,40.1,67.0
7307,14,87,40.4,57.0
7309,26,102,40.8,162.0
7310,10,86,40.0,46.0
7312,23,107,40.4,150.0
7313,13,88,39.9,56.0
7314,22,106,40.7,147.0
7315,17,89,40.6,71.0
7317,30,109,40.9,212.0
7319,4,78,39.0,14.0
7321,6,84,39.4,20.0
7323,25,112,40.7,171.0
7326,26,104,40.8,167.0
7327,14,93,40.1,66.0
7331,18,97,40.4,94.0
7332,16,94,40.2,84.0
7334,2,84,38.5,8.0
7339,7,87,39.2,28.0
7342,13,103,40.1,74.0
7344,18,94,40.4,88.0
7346,5,89,39.5,22.0
7347,4,87,39.0,18.0
7350,10,90,39.4,49.0
7351,10,91,39.8,47.0
7352,14,98,40.1,81.0
7354,5,85,39.4,23.0
7357,25,109,41.0,166.0
7362,9,86,39.6,34.0
7363,29,115,41.0,211.0
7364,17,93,40.4,86.0
7367,4,85,38.6,19.0
7368,10,81,39.5,37.0
7370,3,85,38.6,11.0
7371,12,90,39.9,61.0
7376,20,95,40.2,105.0
7377,22,109,40.6,136.0
7379,3,89,38.7,13.0
7382,27,105,41.0,165.0
7383,9,88,39.8,38.0
7389,16,93,40.0,76.0
7390,11,92,39.8,54.0
7391,24,106,40.8,148.0
7392,28,107,40.8,177.0
7393,23,96,40.6,114.0
7395,3,90,38.6,13.0
7396,14,90,40.3,71.0
7397,16,96,40.5,77.0
7398,21,107,40.6,139.0
7400,12,94,40.0,68.0
7401,24,102,40.5,148.0
7404,12,95,40.3,56.0
7406,29,106,41.2,204.0
7407,27,106,40.6,174.0
7408,6,87,39.5,26.0
7413,11,88,39.5,42.0
7414,28,114,40.9,203.0
7416,13,91,40.1,64.0
7423,7,84,39.2,26.0
7426,21,113,40.5,161.0
7427,7,84,39.4,28.0
7428,20,95,40.6,109.0
7433,9,87,39.6,44.0
7434,18,99,40.4,98.0
7436,16,91,40.4,70.0
7438,6,80,39.5,21.0
7439,23,100,40.8,134.0
7443,30,110,41.0,218.0
7444,17,107,40.4,112.0
7446,18,95,40.4,98.0
7453,11,90,40.0,49.0
7455,13,92,40.5,65.0
7456,11,86,40.0,48.0
7458,15,93,40.1,74.0
7459,5,91,39.1,23.0
7460,19,99,40.8,102.0
7462,13,98,40.1,69.0
7464,7,78,39.6,24.0
7466,26,96,40.8,131.0
7467,9,93,39.7,44.0
7470,16,98,40.3,88.0
7473,20,98,40.5,106.0
7475,26,103,41.0,172.0
7476,19,110,40.4,133.0
7478,3,81,38.1,10.0
7479,28,108,40.4,172.0
7486,1,77,38.5,3.0
7489,7,91,39.4,34.0
7494,4,79,38.7,12.0
7495,16,93,40.1,75.0
7496,20,97,40.5,99.0
7497,2,79,38.1,7.0
7501,5,88,38.8,20.0
7502,29,107,40.9,188.0
7504,23,97,40.6,121.0
7507,28,114,40.8,199.0
7509,7,88,39.5,29.0
7514,22,96,41.0,114.0
7515,23,104,40.4,142.0
7516,24,106,40.3,168.0
7520,11,89,40.1,55.0
7522,10,90,40.0,48.0
7525,21,102,40.6,128.0
7536,12,90,39.8,55.0
7537,11,87,39.9,47.0
7541,28,105,40.9,163.0
7545,12,87,40.0,60.0
7547,9,89,39.7,41.0
7550,7,86,39.3,28.0
7551,17,98,40.2,93.0
7554,14,87,39.9,63.0
7555,8,84,39.6,34.0
7556,10,83,39.8,38.0
7558,20,94,40.6,100.0
7560,19,106,40.7,113.0
7564,10,93,40.0,50.0
7565,8,97,39.4,44.0
7566,9,86,40.1,36.0
7568,13,96,39.9,65.0
7572,3,87,39.0,13.0
7574,28,108,41.4,182.0
7576,29,106,41.0,198.0
7577,15,100,40.3,82.0
7578,4,78,38.5,15.0
7579,2,81,38.2,7.0
7581,14,98,40.3,70.0
7583,29,106,40.9,194.0
7584,17,109,40.6,120.0
7585,4,83,39.2,17.0
7587,3,92,38.3,14.0
7588,18,91,40.3,84.0
7590,17,91,40.2,75.0
7592,24,98,40.8,127.0
7593,14,96,39.8,71.0
7595,21,103,40.7,125.0
7596,21,107,40.4,132.0
7598,6,92,39.2,31.0
7600,19,99,40.4,102.0
7603,11,92,39.9,50.0
7604,18,94,40.3,94.0
7605,10,89,40.1,49.0
7606,12,97,39.8,59.0
7607,6,87,39.5,26.0
7608,21,105,40.1,125.0
7609,25,111,40.7,165.0
7615,5,96,39.2,26.0
7617,24,107,40.6,163.0
7618,21,97,40.4,113.0
7620,12,97,40.3,62.0
7621,25,109,40.6,184.0
7622,6,84,39.2,22.0
7623,3,90,38.6,15.0
7625,7,83,39.6,26.0
7632,16,95,40.9,79.0
7633,22,92,40.5,103.0
7636,29,110,40.8,198.0
7637,26,109,40.6,169.0
7639,4,85,39.2,16.0
7642,3,89,38.1,13.0
7643,27,107,40.8,166.0
7645,22,95,40.5,106.0
7646,5,85,39.1,20.0
7647,8,86,39.6,33.0
7649,26,110,40.9,182.0
7650,10,89,40.2,49.0
7651,23,95,40.6,119.0
7652,5,82,38.8,22.0
7653,26,99,40.8,146.0
7654,14,88,40.2,58.0
7655,30,108,41.0,195.0
7657,22,108,40.4,156.0
7658,15,101,40.2,93.0
